procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0     12 147920  36240 555188    0    0     0    12  566  176  0 29 71  0  0  0
 1  0     12 147472  36240 555188    0    0     0     0  846  138  0 48 52  0  0  0
 1  0     12 147852  36240 555192    0    0     0     0  536  147  0 26 74  0  0  0
 0  0     12 148100  36248 555192    0    0     0    32  714  158  0 39 61  0  0  0
 1  0     12 147624  36248 555192    0    0     0     0  582  139  1 29 70  0  0  0
 1  0     12 147688  36248 555192    0    0     0     8  478  136  0 23 77  0  0  0
 0  0     12 147940  36248 555192    0    0     0     4  516  147  0 25 75  0  0  0
 0  0     12 147456  36248 555196    0    0     0     0  555  150  0 28 72  0  0  0
 1  0     12 147604  36256 555200    0    0     0    28  523  147  0 25 75  0  0  0
 0  0     12 147924  36256 555200    0    0     0     0  497  128  0 25 75  0  0  0
 0  0     12 147924  36256 555200    0    0     0     8  507  149  0 24 76  0  0  0
 1  0     12 147892  36256 555200    0    0     0     0  523  143  0 25 75  0  0  0
 1  0     12 146960  36256 555204    0    0     0     8  715  153  1 38 61  0  0  0
 1  0     12 147892  36256 555204    0    0     0     0  522  132  0 27 73  0  0  0
 0  0     12 147880  36264 555204    0    0     0    28  612  155  0 32 68  0  0  0
 0  0     12 147916  36264 555204    0    0     0     8  779  168  0 44 56  0  0  0
 1  0     12 147236  36264 555208    0    0     0     0  533  162  0 26 74  0  0  0
 0  0     12 147188  36264 555208    0    0     0     0  646  162  1 33 66  0  0  0
 1  0     12 147876  36264 555208    0    0     0     4  541  184  0 26 74  0  0  0
 0  0     12 148064  36272 555208    0    0     0    28  643  155  0 34 66  0  0  0
 0  0     12 147352  36272 555208    0    0     0    12  638  143  0 34 66  0  0  0
 0  0     12 147004  36272 555212    0    0     0     0  544  142  0 27 73  0  0  0
 0  0     12 147864  36272 555212    0    0     0     0  527  177  1 26 73  0  0  0
 0  0     12 147896  36272 555212    0    0     0     0  507  168  0 24 76  0  0  0
 0  0     12 147216  36280 555212    0    0     0    32  468  157  0 21 79  0  0  0
 0  0     12 147852  36280 555216    0    0     0     8  521  144  0 25 75  0  0  0
 1  0     12 146956  36280 555216    0    0     0     0  829  163  1 45 54  0  0  0
 1  0     12 147660  36280 555216    0    0     0     0  480  164  0 23 77  0  0  0
 1  0     12 147884  36280 555216    0    0     0     0  585  139  0 30 70  0  0  0
 0  0     12 147396  36288 555220    0    0     0    28  651  147  0 34 66  0  0  0
 0  0     12 146968  36288 555220    0    0     0    12  639  175  0 35 65  0  0  0
 0  0     12 148036  36288 555220    0    0     0     0  562  139  0 27 73  0  0  0
 0  0     12 147872  36288 555220    0    0     0     0  749  153  1 42 57  0  0  0
 0  0     12 147200  36288 555220    0    0     0     0  610  151  0 32 68  0  0  0
 0  0     12 147136  36296 555224    0    0     0    28  535  142  0 27 73  0  0  0
 0  0     12 147828  36296 555224    0    0     0     0  730  156  0 38 62  0  0  0
 0  0     12 147864  36296 555224    0    0     0    12  417  135  0 19 81  0  0  0
 0  0     12 147352  36296 555224    0    0     0     0  637  143  0 32 68  0  0  0
 0  0     12 147608  36296 555228    0    0     0     0  809  156  0 44 56  0  0  0
 0  0     12 147820  36304 555228    0    0     0    32  797  175  0 45 55  0  0  0
 0  0     12 147816  36304 555228    0    0     0     0  345  121  0 15 85  0  0  0
 0  0     12 147336  36304 555228    0    0     0     8  426  146  0 19 81  0  0  0
 0  0     12 148008  36304 555228    0    0     0     4  681  140  0 36 64  0  0  0
 0  0     12 148004  36304 555232    0    0     0     0  570  158  0 30 70  0  0  0
 0  0     12 147996  36312 555224    0    0     0    32  574  158  0 27 73  0  0  0
 0  0     12 147804  36312 555232    0    0     0     0  422  154  1 19 80  0  0  0
 0  0     12 147836  36312 555232    0    0     0     8  694  139  0 38 62  0  0  0
 0  0     12 147488  36312 555236    0    0     0     0  685  237  0 36 64  0  0  0
 1  0     12 147720  36312 555236    0    0     0     4  597  159  0 31 69  0  0  0
 0  0     12 147176  36312 555236    0    0     0     0  542  170  0 26 74  0  0  0
 0  0     12 147840  36320 555236    0    0     0    28  453  148  1 21 78  0  0  0
 2  0     12 147392  36320 555236    0    0     0     8  473  135  0 24 76  0  0  0
 0  0     12 147804  36320 555240    0    0     0     0  793  159  0 44 56  0  0  0
 0  0     12 147836  36320 555240    0    0     0     0  819  187  1 45 54  0  0  0
 0  0     12 147804  36320 555240    0    0     0     4  580  141  0 29 71  0  0  0
 0  0     12 147988  36328 555244    0    0     0    28  809  157  0 45 55  0  0  0
 1  0     12 147500  36328 555244    0    0     0     0  546  148  0 26 74  0  0  0
 0  0     12 146888  36328 555252    0    0     0    12  722  160  1 43 56  0  0  0
 0  0     12 147816  36328 555252    0    0     0     0  548  139  0 34 66  0  0  0
 2  0     12 146784  36328 555252    0    0     0     0  681  162  0 44 56  0  0  0
 1  0     12 146880  36336 555252    0    0     0    36  681  172  1 47 52  0  0  0
 1  0     12 147028  36344 555256    0    0     0    24  658  166  0 38 62  0  0  0
 0  0     12 147800  36344 555256    0    0     0     0  344  141  0 16 84  0  0  0
 1  0     12 146872  36344 555256    0    0     0     8  556  142  0 29 71  0  0  0
 0  0     12 147800  36344 555256    0    0     0     0  543  152  1 27 72  0  0  0
 0  0     12 147792  36344 555260    0    0     0    12  686  156  0 40 60  0  0  0
 0  0     12 147272  36352 555260    0    0     0    32  718  169  0 42 58  0  0  0
 1  0     12 147080  36352 555260    0    0     0     0  827  146  1 49 50  0  0  0
 0  0     12 147752  36352 555260    0    0     0     8  519  157  0 26 74  0  0  0
 0  0     12 147276  36352 555260    0    0     0     0  465  143  0 22 78  0  0  0
 0  0     12 147268  36352 555264    0    0     0     0  385  139  0 17 83  0  0  0
 1  0     12 147516  36360 555256    0    0     0    28  529  146  0 27 73  0  0  0
 0  0     12 147228  36360 555264    0    0     0     4  546  169  1 26 73  0  0  0
 0  0     12 147772  36360 555264    0    0     0     8  461  140  0 21 79  0  0  0
 0  0     12 147680  36360 555268    0    0     0     0  698  133  0 38 62  0  0  0
 0  0     12 147988  36360 555268    0    0     0     0  704  158  0 40 60  0  0  0
 0  0     12 146844  36368 555268    0    0     0    28  408  161  0 18 82  0  0  0
 1  0     12 146560  36368 555268    0    0     0     0  635  173  1 33 66  0  0  0
 1  0     12 147476  36368 555268    0    0     0     4  535  151  0 26 74  0  0  0
 0  0     12 147728  36368 555272    0    0     0     8  732  178  0 45 55  0  0  0
 2  0     12 146832  36368 555272    0    0     0     0  695  165  1 44 55  0  0  0
 0  0     12 147036  36368 555272    0    0     0     0  468  170  0 24 76  0  0  0
 0  0     12 147716  36376 555272    0    0     0    28  612  180  1 34 65  0  0  0
 2  0     12 146536  36376 555272    0    0     0     0  682  172  0 38 62  0  0  0
 1  0     12 147200  36376 555276    0    0     0    16  708  157  0 40 60  0  0  0
 0  0     12 147904  36376 555276    0    0     0     0  573  146  0 29 71  0  0  0
 0  0     12 147264  36376 555276    0    0     0     0  488  162  1 23 76  0  0  0
 1  0     12 147708  36384 555276    0    0     0    28  467  147  0 22 78  0  0  0
 2  0     12 146804  36384 555280    0    0     0     0  509  164  0 25 75  0  0  0
 0  0     12 147892  36384 555280    0    0     0     8  475  134  0 23 77  0  0  0
 2  0     12 147692  36384 555280    0    0     0     4  535  161  1 26 73  0  0  0
 0  0     12 147700  36384 555280    0    0     0     0  433  146  0 22 78  0  0  0
 0  0     12 147476  36392 555284    0    0     0    28  687  142  0 38 62  0  0  0
 0  0     12 147208  36392 555284    0    0     0     0  691  148  0 38 62  0  0  0
 0  0     12 147720  36392 555284    0    0     0     8  350  146  0 15 85  0  0  0
 0  0     12 147880  36392 555284    0    0     0     0  497  128  1 24 75  0  0  0
 0  0     12 147692  36392 555284    0    0     0     4  500  149  0 25 75  0  0  0
 0  0     12 147680  36400 555288    0    0     0    28  768  175  0 44 56  0  0  0
 1  0     12 146752  36400 555288    0    0     0     0  608  165  0 34 66  0  0  0
 0  0     12 147196  36400 555288    0    0     0     8  558  137  0 28 72  0  0  0
 0  0     12 147868  36400 555288    0    0     0     0  807  163  1 46 53  0  0  0
 0  0     12 147616  36400 555288    0    0     0     0  598  128  0 31 69  0  0  0
 1  0     12 146740  36408 555292    0    0     0    32  538  150  0 26 74  0  0  0
 0  0     12 147668  36408 555292    0    0     0     0  719  164  1 39 60  0  0  0
 2  0     12 147240  36408 555292    0    0     0     8  792  167  0 45 55  0  0  0
 0  0     12 147664  36408 555292    0    0     0     0  686  159  0 39 61  0  0  0
 0  0     12 147660  36408 555300    0    0     0     0  550  145  0 27 73  0  0  0
 1  0     12 147136  36416 555292    0    0     0    28  630  172  1 34 65  0  0  0
 0  0     12 147652  36416 555300    0    0     0     8  609  159  0 33 67  0  0  0
 0  0     12 147008  36416 555300    0    0     0     0  489  151  0 24 76  0  0  0
 0  0     12 146948  36416 555304    0    0     0     8  463  147  0 22 78  0  0  0
 0  0     12 147676  36416 555304    0    0     0     0  459  158  1 23 76  0  0  0
 1  0     12 147644  36416 555304    0    0     0     0  582  137  0 30 70  0  0  0
 0  0     12 147028  36424 555308    0    0     0    28  550  182  0 29 71  0  0  0
 1  0     12 148076  36424 555308    0    0     0     4  508  150  0 24 76  0  0  0
 0  0     12 147184  36424 555308    0    0     0    12  396  142  0 18 82  0  0  0
 0  0     12 147660  36424 555312    0    0     0     0  517  156  1 24 75  0  0  0
 0  0     12 147664  36424 555312    0    0     0     0  333  127  0 15 85  0  0  0
 0  0     12 147652  36432 555312    0    0     0    32  467  148  0 23 77  0  0  0
 1  0     12 146728  36432 555312    0    0     0     0  561  146  0 29 71  0  0  0
 0  0     12 147616  36432 555316    0    0     0    12  758  155  0 42 58  0  0  0
 0  0     12 147648  36432 555316    0    0     0     0  715  133  1 41 58  0  0  0
 0  0     12 146976  36432 555316    0    0     0     0  565  138  0 27 73  0  0  0
 0  0     12 147608  36440 555316    0    0     0    28  646  151  0 36 64  0  0  0
 0  0     12 147356  36440 555316    0    0     0     0  541  144  0 27 73  0  0  0
 0  0     12 147604  36440 555320    0    0     0     0  799  162  1 43 56  0  0  0
 1  0     12 147412  36440 555320    0    0     0    12  687  169  0 38 62  0  0  0
 1  0     12 147540  36440 555320    0    0     0     0  542  152  0 26 74  0  0  0
 0  0     12 147348  36448 555324    0    0     0    32  462  149  0 22 78  0  0  0
 1  0     12 146856  36448 555324    0    0     0     0  423  166  0 20 80  0  0  0
 0  0     12 147592  36448 555324    0    0     0     0  565  181  1 28 71  0  0  0
 0  0     12 147624  36448 555324    0    0     0     8  189  112  0  7 93  0  0  0
 0  0     12 147624  36448 555324    0    0     0     4   41   64  0  0 100  0  0  0
 0  0     12 147624  36448 555324    0    0     0     0   38   68  0  0 100  0  0  0
 0  0     12 147372  36456 555324    0    0     0    28   47   82  0  0 100  0  0  0
 0  0     12 147372  36456 555324    0    0     0     0   45   72  0  1 99  0  0  0
 0  0     12 147372  36456 555324    0    0     0     4   37   59  0  0 100  0  0  0
 0  0     12 147132  36456 555324    0    0     0     0   57   86  0  0 100  0  0  0
 0  0     12 147132  36456 555324    0    0     0     4   44   68  0  0 100  0  0  0
 0  0     12 147132  36456 555324    0    0     0     0   41   69  0  1 99  0  0  0
 0  0     12 147132  36464 555324    0    0     0    12   37   71  0  0 100  0  0  0
 0  0     12 147132  36464 555324    0    0     0     0   53   80  0  1 99  0  0  0
 1  0     12 147132  36464 555324    0    0     0     0   31   58  0  0 100  0  0  0
 0  0     12 147132  36464 555324    0    0     0     0   57   86  1  0 99  0  0  0
 0  0     12 147132  36464 555324    0    0     0     4   40   69  0  0 100  0  0  0
 0  0     12 147132  36464 555324    0    0     0     0   37   65  0  0 100  0  0  0
 0  0     12 147132  36472 555324    0    0     0    12   50   84  0  1 99  0  0  0
 0  0     12 147132  36472 555324    0    0     0     0   40   65  0  0 100  0  0  0
 0  0     12 147132  36472 555324    0    0     0     0   38   64  0  0 100  0  0  0
 0  0     12 147132  36472 555324    0    0     0     0   36   69  0  0 100  0  0  0
 0  0     12 147132  36472 555324    0    0     0     4   41   65  0  0 100  0  0  0
 0  0     12 147132  36472 555324    0    0     0     0   36   69  0  0 100  0  0  0
 0  0     12 147132  36480 555324    0    0     0    12   40   66  0  1 99  0  0  0
 0  0     12 147132  36480 555324    0    0     0     0   32   60  0  0 100  0  0  0
 0  0     12 147132  36480 555324    0    0     0     0   38   69  0  0 100  0  0  0
 0  0     12 147132  36480 555328    0    0     0     0   45   74  0  0 100  0  0  0
