#Date;Time;[CPU]User%;[CPU]Nice%;[CPU]Sys%;[CPU]Wait%;[CPU]Irq%;[CPU]Soft%;[CPU]Steal%;[CPU]Idle%;[CPU]Totl%;[CPU]Guest%;[CPU]GuestN%;[CPU]Intrpt/sec;[CPU]Ctx/sec;[CPU]Proc/sec;[CPU]ProcQue;[CPU]ProcRun;[CPU]L-Avg1;[CPU]L-Avg5;[CPU]L-Avg15;[CPU]RunTot;[CPU]BlkTot;[MEM]Tot;[MEM]Used;[MEM]Free;[MEM]Shared;[MEM]Buf;[MEM]Cached;[MEM]Slab;[MEM]Map;[MEM]Anon;[MEM]AnonH;[MEM]Commit;[MEM]Locked;[MEM]SwapTot;[MEM]SwapUsed;[MEM]SwapFree;[MEM]SwapIn;[MEM]SwapOut;[MEM]Dirty;[MEM]Clean;[MEM]Laundry;[MEM]Inactive;[MEM]PageIn;[MEM]PageOut;[MEM]PageFaults;[MEM]PageMajFaults;[MEM]HugeTotal;[MEM]HugeFree;[MEM]HugeRsvd;[MEM]SUnreclaim;[NET]RxPktTot;[NET]TxPktTot;[NET]RxKBTot;[NET]TxKBTot;[NET]RxCmpTot;[NET]RxMltTot;[NET]TxCmpTot;[NET]RxErrsTot;[NET]TxErrsTot;[DSK]ReadTot;[DSK]WriteTot;[DSK]OpsTot;[DSK]ReadKBTot;[DSK]WriteKBTot;[DSK]KbTot;[DSK]ReadMrgTot;[DSK]WriteMrgTot;[DSK]MrgTot;[NFS]ReadsS;[NFS]WritesS;[NFS]MetaS;[NFS]CommitS;[NFS]Udp;[NFS]Tcp;[NFS]TcpConn;[NFS]BadAuth;[NFS]BadClient;[NFS]ReadsC;[NFS]WritesC;[NFS]MetaC;[NFS]CommitC;[NFS]Retrans;[NFS]AuthRef
20251011;13:29:43;83;0;4;0;0;0;0;13;87;0;0;7034;630;0;619;9;908;922;858;9;0;15995824;4840424;11155400;0;85872;1299040;247804;347212;2948428;0;9384284;16;2097148;46848;2050300;0;0;0;0;0;519656;0;28;156420;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;7;7;0;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:44;85;0;2;0;0;0;0;12;88;0;0;7014;592;0;619;9;908;922;858;9;0;15995824;4917388;11078436;0;85872;1299040;247804;347212;3034116;0;9384284;16;2097148;46848;2050300;0;0;0;0;0;519656;0;0;86932;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:45;84;0;3;0;0;0;0;12;88;0;0;7170;868;6;619;9;907;922;858;9;0;15995824;5027332;10968492;0;85872;1299040;247804;347256;3029072;0;9384284;16;2097148;46848;2050300;0;0;0;0;0;519656;0;0;132327;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:46;84;0;4;0;0;0;0;13;87;0;0;7015;605;0;619;9;907;922;858;9;0;15995824;5111276;10884548;0;85872;1299040;247804;347212;3119964;0;9384284;16;2097148;46848;2050300;0;0;0;0;0;519656;0;0;115668;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:47;83;0;5;0;0;0;0;12;88;0;0;7031;612;0;619;9;907;922;858;9;0;15995824;5192168;10803656;0;85872;1299040;247804;347212;3208904;0;9384284;16;2097148;46848;2050300;0;0;0;0;0;519656;0;0;190594;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:48;83;0;4;0;0;0;0;12;88;0;0;8008;582;0;619;9;907;922;858;9;0;15995824;5299772;10696052;0;85872;1299040;247804;347212;3301944;0;9384284;16;2097148;173568;1923580;0;131399680;0;0;0;519656;0;128320;119615;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;989;989;0;126492;126492;0;30653;30653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:49;85;0;3;0;0;0;0;12;88;0;0;7071;598;0;619;9;907;922;858;9;0;15995824;5392256;10603568;0;85872;1299040;247812;347212;3516204;0;9384284;16;2097148;46592;2050556;0;2812423;0;0;0;519656;0;2747;87422;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;36;36;0;4571;4571;0;1088;1088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:50;87;0;1;0;0;0;0;13;87;0;0;7151;823;6;619;10;907;922;859;10;0;15995824;5472644;10523180;0;85872;1299040;247812;347472;3598476;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;21373;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:51;85;0;3;0;0;0;0;13;87;0;0;7033;657;0;619;13;907;922;859;13;0;15995824;5657868;10337956;0;85872;1299040;247812;347212;3691832;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;88905;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:52;87;0;1;0;0;0;0;12;88;0;0;7027;596;0;619;9;907;922;859;9;0;15995824;5735232;10260592;0;85872;1299040;247812;347212;3776972;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;21246;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:53;86;0;2;0;0;0;0;12;88;0;0;7033;616;0;619;9;907;922;859;9;0;15995824;5808312;10187512;0;85872;1299040;247812;347212;3857300;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;85619;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:54;87;0;1;0;0;0;0;12;88;0;0;7019;573;0;619;9;907;922;859;9;0;15995824;5877864;10117960;0;85872;1299040;247812;347212;3934360;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;19271;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:55;86;0;2;0;0;0;0;12;88;0;0;7149;885;6;619;9;906;921;859;9;0;15995824;5878636;10117188;0;85872;1299040;247812;347472;3910824;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;60652;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:56;85;0;2;0;0;0;0;13;87;0;0;7022;577;0;619;9;906;921;859;9;0;15995824;5966816;10029008;0;85872;1299040;247812;347212;4087748;0;9384284;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;77023;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:57;85;0;2;0;0;0;0;12;88;0;0;7069;712;0;619;9;906;921;859;9;0;15995824;6117520;9878304;0;85872;1299040;247812;347212;4242228;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;71365;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:58;85;0;2;0;0;0;0;12;88;0;0;7073;681;0;619;9;906;921;859;9;0;15995824;6238220;9757604;0;85872;1298964;247812;347212;4354216;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;93533;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:29:59;84;0;3;0;0;0;0;12;88;0;0;7033;628;0;619;9;906;921;859;9;0;15995824;6354392;9641432;0;85872;1298964;247812;347212;4485872;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;164207;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:00;81;0;7;0;0;0;0;12;88;0;0;7157;869;6;619;11;906;921;859;10;0;15995824;6570608;9425216;0;85872;1298964;247812;347212;4690092;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;346117;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:01;81;0;6;0;0;0;0;13;87;0;0;7030;670;0;619;9;906;921;859;9;0;15995824;6723572;9272252;0;85872;1298964;247816;347212;4807288;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;357655;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:02;85;0;2;0;0;0;0;12;88;0;0;7029;663;2;619;9;906;921;859;9;0;15995824;6857636;9138188;0;85872;1298964;247816;347212;4975720;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519656;0;0;75308;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:03;82;0;6;0;0;0;0;12;88;0;0;7045;644;0;619;9;906;921;859;9;0;15995824;7079144;8916680;0;85872;1298964;247816;347216;5064352;0;9384220;16;2097148;46592;2050556;0;0;172;0;0;519656;0;0;218104;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:04;83;0;4;0;0;0;0;13;87;0;0;7017;607;0;619;9;906;921;859;9;0;15995824;7215980;8779844;0;85872;1298964;247816;347216;5152208;0;9384220;16;2097148;46592;2050556;0;0;172;0;0;519656;0;0;159318;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:05;77;0;11;0;0;0;0;12;88;0;0;7145;868;5;623;9;905;920;859;9;1;15995824;7337752;8658072;0;85872;1298964;247816;347216;5215852;0;9386352;16;2097148;46592;2050556;0;0;172;0;0;519656;0;0;470174;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:06;82;0;6;0;0;0;0;12;88;0;0;7071;690;1;619;9;905;920;859;9;0;15995824;7429812;8566012;0;85872;1298964;247816;347216;5302892;0;9384220;16;2097148;46592;2050556;0;0;172;0;0;519656;0;0;218292;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:07;79;0;8;0;0;0;0;12;88;0;0;7031;721;1;619;9;905;920;859;9;0;15995824;4166376;11829448;0;85872;1298964;247816;347216;1865084;0;9384220;16;2097148;46592;2050556;0;0;172;0;0;519656;0;0;84760;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:08;83;0;5;0;0;0;0;13;87;0;0;7046;798;0;619;9;905;920;859;9;0;15995824;4007960;11987864;0;85880;1298964;247812;347216;1780680;0;9384220;16;2097148;46592;2050556;0;0;28;0;0;519656;0;216;176906;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;39;39;0;216;216;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:09;82;0;6;0;0;0;0;12;88;0;0;7023;617;0;619;9;905;920;859;9;0;15995824;4047700;11948124;0;85880;1298964;247812;347216;1793292;0;9384220;16;2097148;46592;2050556;0;0;28;0;0;519664;0;0;231877;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:10;82;0;6;0;0;0;0;12;88;0;0;7023;606;0;618;10;905;920;860;10;0;15995824;4238432;11757392;0;85880;1298964;247812;347216;2033436;0;9384220;16;2097148;46592;2050556;0;0;28;0;0;519664;0;0;198552;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:11;82;0;5;0;0;0;0;13;87;0;0;7146;870;6;618;9;905;920;860;9;0;15995824;4172148;11823676;0;85880;1298964;247812;347216;2244060;0;9384220;16;2097148;46592;2050556;0;0;28;0;0;519664;0;0;308068;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:12;80;0;8;0;0;0;0;12;88;0;0;7172;608;0;618;9;905;920;860;9;0;15995824;4365180;11630644;0;85880;1298964;247812;347216;2371144;0;9384220;16;2097148;65792;2031356;0;20971520;28;0;0;519664;0;20480;364141;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;150;150;0;19100;19100;0;4646;4646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:13;78;0;9;0;0;0;0;12;88;0;0;7909;677;0;618;9;905;920;860;9;0;15995824;4436220;11559604;0;85888;1298956;247812;347216;2504692;0;9384220;16;2097148;46592;2050556;0;113221632;0;0;0;519664;0;110612;454742;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;884;884;0;111992;111992;0;27093;27093;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:14;84;0;3;0;0;0;0;12;88;0;0;7016;608;0;618;9;905;920;860;9;0;15995824;4645296;11350528;0;85888;1298964;247812;347216;2648652;0;9384220;16;2097148;46592;2050556;0;0;8;0;0;519672;0;0;166990;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:15;82;0;6;0;0;0;0;13;87;0;0;7031;653;0;618;9;904;920;860;9;0;15995824;4757688;11238136;0;85888;1298964;247812;347216;2742844;0;9384220;16;2097148;46592;2050556;0;0;8;0;0;519672;0;0;351458;0;0;0;0;174608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:16;79;0;9;0;0;0;0;12;88;0;0;9200;924;6;618;9;904;920;860;9;0;15995824;4914356;11081468;0;85888;1298964;247796;347216;2691192;0;9384220;16;2097148;86784;2010364;0;267899632;8;0;0;519672;0;261621;183966;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;2048;2048;0;261621;261621;0;63357;63357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:17;83;0;4;0;0;0;0;13;87;0;0;7014;610;0;618;9;904;920;860;9;0;15995824;4994640;11001184;0;85888;1298964;247788;347216;2823132;0;9384220;16;2097148;46592;2050556;0;0;8;0;0;519672;0;0;197634;0;0;0;0;174584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:18;84;0;3;0;0;0;0;12;88;0;0;7029;597;0;618;9;904;920;860;9;0;15995824;5236812;10759012;0;85888;1298964;247788;347216;3173640;0;9384220;16;2097148;46592;2050556;0;0;8;0;0;519672;0;8;185614;0;0;0;0;174584;0;0;0;0;0;0;0;0;0;0;2;2;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:19;84;0;4;0;0;0;0;12;88;0;0;7045;677;0;618;9;904;920;860;9;0;15995824;5414216;10581608;0;85888;1298964;247788;347216;3201152;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;269336;0;0;0;0;174584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:20;86;0;2;0;0;0;0;12;88;0;0;7025;593;0;617;10;904;919;860;10;0;15995824;5446472;10549352;0;85888;1298964;247784;347216;3454432;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;63007;0;0;0;0;174580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:21;84;0;3;0;0;0;0;12;88;0;0;7155;874;6;617;9;904;919;860;9;0;15995824;5502920;10492904;0;85888;1298964;247784;347216;3576220;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;162467;0;0;0;0;174580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:22;84;0;3;1;0;0;0;13;87;0;0;8013;616;0;617;9;904;919;860;9;0;15995824;5581804;10414020;0;85888;1298964;247792;347216;3544516;0;9384220;16;2097148;117068;1980080;0;134217728;0;0;0;519672;0;131072;24755;0;0;0;0;174588;0;0;0;0;0;0;0;0;0;0;1025;1025;0;131072;131072;0;31743;31743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:23;84;0;4;0;0;0;0;12;88;0;0;7035;627;0;617;9;904;919;860;9;0;15995824;5621108;10374716;0;85888;1298964;247792;347216;3714184;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;140725;0;0;0;0;174588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:24;85;0;2;0;0;0;0;12;88;0;0;7024;586;0;617;9;904;919;860;9;0;15995824;5927132;10068692;0;85888;1298964;247792;347216;3926128;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;118495;0;0;0;0;174588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:25;85;0;3;0;0;0;0;12;88;0;0;7018;589;0;617;9;904;919;860;9;0;15995824;6136796;9859028;0;85888;1298964;247792;347216;4073764;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;102490;0;0;0;0;174588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:26;86;0;2;0;0;0;0;13;87;0;0;7152;865;6;617;9;904;919;860;9;0;15995824;6217444;9778380;0;85888;1298964;247796;347216;4072952;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;66557;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:27;84;0;4;0;0;0;0;12;88;0;0;7040;640;0;617;9;904;919;860;9;0;15995824;6198192;9797632;0;85888;1298964;247796;347216;4187208;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;159502;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:28;86;0;1;0;0;0;0;12;88;0;0;7029;596;0;617;9;904;919;860;9;0;15995824;6320664;9675160;0;85888;1298964;247796;347216;4340900;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519672;0;0;38281;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:29;86;0;2;0;0;0;0;12;88;0;0;7160;903;0;617;9;904;919;860;9;0;15995824;6340572;9655252;0;85888;1298964;247796;347216;4464532;0;9384220;16;2097148;46592;2050556;0;0;64;0;0;519672;0;0;30862;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:30;87;0;1;0;0;0;0;12;88;0;0;7020;582;0;617;10;903;919;861;10;0;15995824;6443388;9552436;0;85888;1298964;247796;347216;4556184;0;9384220;16;2097148;46592;2050556;0;0;64;0;0;519672;0;0;22831;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:31;87;0;1;0;0;0;0;13;87;0;0;7169;869;6;617;9;903;919;861;9;0;15995824;6540156;9455668;0;85888;1299016;247796;347216;4650924;0;9384220;16;2097148;46592;2050556;0;0;120;0;0;519672;0;0;24664;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:32;87;0;1;0;0;0;0;12;88;0;0;7025;590;0;617;9;903;919;861;9;0;15995824;6631884;9363940;0;85888;1299016;247796;347216;4739268;0;9384220;16;2097148;46592;2050556;0;0;120;0;0;519672;0;0;21975;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:33;87;0;1;0;0;0;0;12;88;0;0;7017;604;0;617;9;903;919;861;9;0;15995824;6728400;9267424;0;85888;1299016;247796;347216;4833376;0;9384220;16;2097148;46592;2050556;0;0;120;0;0;519672;0;0;23560;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:34;86;0;2;0;0;0;0;12;88;0;0;7042;625;2;619;9;903;919;861;9;0;15995824;6808536;9187288;0;85896;1299008;247796;347216;4915252;0;9384220;16;2097148;46592;2050556;0;0;120;0;0;519724;0;92;86096;0;0;0;0;174592;0;0;0;0;0;0;0;0;0;0;18;18;0;92;92;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:35;84;0;3;0;0;0;0;12;88;0;0;8045;642;0;619;9;903;918;861;9;0;15995824;6792444;9203380;0;85896;1299016;247804;347216;4774972;0;9384220;16;2097148;46592;2050556;0;134217728;76;0;0;519724;0;131072;63794;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;1025;1025;0;131072;131072;0;31743;31743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:36;84;0;4;0;0;0;0;13;87;0;0;8183;883;6;619;9;903;918;861;9;0;15995824;6980868;9014956;0;85896;1299016;247804;347216;4976420;0;9384220;16;2097148;116480;1980668;0;134217728;20;0;0;519732;0;131128;83309;0;0;0;0;174600;0;0;0;0;0;0;0;0;0;0;1026;1026;0;131128;131128;0;31744;31744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:37;85;0;3;0;0;0;0;12;88;0;0;7029;612;0;619;9;903;918;861;9;0;15995824;7069120;8926704;0;85896;1299016;247788;347216;5107284;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519732;0;0;196837;0;0;0;0;174584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:38;75;0;13;0;0;0;0;13;87;0;0;8060;850;0;619;9;903;918;861;9;0;15995824;4694700;11301124;0;85896;1299016;247948;347216;2604672;0;9384220;16;2097148;46592;2050556;0;134164480;20;0;0;519732;0;131020;759083;0;0;0;0;174744;0;0;0;0;0;0;0;0;0;0;1025;1025;0;131020;131020;0;31730;31730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:39;78;0;9;0;0;0;0;12;88;0;0;7038;701;1;619;9;903;918;861;9;0;15995824;4015728;11980096;0;85896;1299016;247836;347216;1816848;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519732;0;16;576052;0;0;0;0;174632;0;0;0;0;0;0;0;0;0;0;4;4;0;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:40;75;0;12;0;0;0;0;12;88;0;0;7926;671;0;619;10;903;918;861;10;0;15995824;4112496;11883328;0;85896;1299016;247836;347216;2016616;0;9384220;16;2097148;162816;1934332;0;119980032;0;0;0;519732;0;117168;471396;0;0;0;0;174632;0;0;0;0;0;0;0;0;0;0;902;902;0;115380;115380;0;27992;27992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:41;79;0;9;0;0;0;0;13;87;0;0;7260;914;6;619;9;903;918;861;9;0;15995824;4273532;11722292;0;85908;1299004;247816;347216;2123944;0;9384220;16;2097148;46592;2050556;0;14237696;0;0;0;519732;0;13936;359169;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;125;125;0;15724;15724;0;3757;3757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:42;81;0;6;0;0;0;0;12;88;0;0;7031;606;0;619;9;903;918;861;9;0;15995824;4378104;11617720;0;85908;1299016;247816;347216;2334404;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519744;0;0;314326;0;0;0;0;174612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:43;78;0;10;0;0;0;0;13;87;0;0;8049;698;0;619;9;903;918;861;9;0;15995824;4399964;11595860;0;85908;1299016;247768;347216;2481552;0;9384220;16;2097148;46592;2050556;0;134486714;20;0;0;519744;0;131335;397817;0;0;0;0;174564;0;0;0;0;0;0;0;0;0;0;1027;1027;0;131335;131335;0;31807;31807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:44;80;0;8;0;0;0;0;12;88;0;0;7026;647;0;619;9;903;918;861;9;0;15995824;4471588;11524236;0;85908;1299016;247768;347216;2611328;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519744;0;0;491744;0;0;0;0;174564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:45;81;0;7;0;0;0;0;12;88;0;0;7037;609;0;619;9;902;918;861;9;0;15995824;4854736;11141088;0;85908;1299016;247768;347216;2826820;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519744;0;0;314583;0;0;0;0;174564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:46;82;0;6;0;0;0;0;13;87;0;0;7162;914;6;619;9;902;918;861;9;0;15995824;4926356;11069468;0;85908;1299016;247768;347216;2905528;0;9384220;16;2097148;46592;2050556;0;0;20;0;0;519744;0;0;448613;0;0;0;0;174564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20251011;13:30:47;83;0;4;0;0;0;0;12;88;0;0;7044;656;0;619;9;902;918;861;9;0;15995824;4997568;10998256;0;85908;1299016;247768;347216;3145180;0;9384220;16;2097148;46592;2050556;0;0;0;0;0;519744;0;20;288554;0;0;0;0;174564;0;0;0;0;0;0;0;0;0;0;5;5;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
